POPULATION (IN THOUSANDS):
ALTER          USA              EU           JAPAN            CHINA            INDIA          RUSSIA
-10  .011388 .008361 .005747 .003733 .002225 .001253 .000665
 -9  .011262 .008245 .005650 .003658 .002172 .001220 .000645
 -8  .011136 .008128 .005554 .003583 .002119 .001187 .000625
 -7  .011010 .008012 .005457 .003507 .002066 .001155 .000604
 -6  .010883 .007895 .005360 .003432 .002014 .001122 .000584
 -5  .010757 .007779 .005264 .003357 .001961 .001089 .000564
 -4  .010631 .007662 .005167 .003282 .001908 .001056 .000544
 -3  .010505 .007546 .005070 .003207 .001855 .001024 .000523
 -2  .010378 .007429 .004974 .003132 .001802 .000991 .000503
 -1  .010252 .007313 .004877 .003056 .001749 .000958 .000483
  0  .010126 .007196 .004780 .002981 .001696 .000925 .000463
  1  .010292 .007368 .004957 .003162 .001879 .001109 .000462
  2  .010459 .007541 .005134 .003342 .002062 .001294 .000461
  3  .010626 .007713 .005311 .003522 .002244 .001478 .000460
  4  .010793 .007885 .005488 .003702 .002427 .001662 .000459
  5  .010959 .008057 .005665 .003883 .002610 .001846 .000458
  6  .011126 .008230 .005842 .004063 .002793 .002031 .000457
  7  .011293 .008402 .006018 .004243 .002976 .002215 .000456
  8  .011459 .008574 .006195 .004424 .003158 .002399 .000456
  9  .011626 .008747 .006372 .004604 .003341 .002583 .000455
 10  .011793 .008919 .006549 .004784 .003524 .002768 .000454
 11  .011959 .009091 .006726 .004965 .003707 .002952 .000453
 12  .012126 .009263 .006903 .005145 .003889 .003136 .000452
 13  .012293 .009436 .007080 .005325 .004072 .003320 .000451
 14  .012460 .009608 .007257 .005506 .004255 .003505 .000450
 15  .012626 .009780 .007433 .005686 .004438 .003689 .000449
 16  .012793 .009952 .007610 .005866 .004620 .003873 .000448
 17  .012960 .010125 .007787 .006047 .004803 .004057 .000448
 18  .013126 .010297 .007964 .006227 .004986 .004241 .000447
 19  .013293 .010469 .008141 .006407 .005169 .004426 .000446
 20  .013460 .010642 .008318 .006588 .005352 .004610 .000445
 21  .013626 .010814 .008495 .006768 .005534 .004794 .000444
 22  .013793 .010986 .008672 .006948 .005717 .004978 .000443
 23  .013960 .011158 .008849 .007128 .005900 .005163 .000442
 24  .014126 .011331 .009025 .007309 .006083 .005347 .000441
 25  .014293 .011503 .009202 .007489 .006265 .005531 .000441
 26  .014460 .011675 .009379 .007669 .006448 .005715 .000440
 27  .014627 .011848 .009556 .007850 .006631 .005900 .000439
 28  .014793 .012020 .009733 .008030 .006814 .006084 .000438
 29  .014960 .012192 .009910 .008210 .006996 .006268 .000437
 30  .015127 .012364 .010087 .008391 .007179 .006452 .000436
 31  .015293 .012537 .010264 .008571 .007362 .006637 .000435
 32  .015460 .012709 .010441 .008751 .007545 .006821 .000434
 33  .015627 .012881 .010617 .008932 .007727 .007005 .000433
 34  .015793 .013054 .010794 .009112 .007910 .007189 .000433
 35  .015960 .013226 .010971 .009292 .008093 .007373 .000432
 36  .016127 .013398 .011148 .009473 .008276 .007558 .000431
 37  .016293 .013570 .011325 .009653 .008459 .007742 .000430
 38  .016460 .013743 .011502 .009833 .008641 .007926 .000429
 39  .016627 .013915 .011679 .010014 .008824 .008110 .000428
 40  .016794 .014087 .011856 .010194 .009007 .008295 .000427
 41  .016960 .014259 .012033 .010374 .009190 .008479 .000426
 42  .017127 .014432 .012209 .010554 .009372 .008663 .000426
 43  .017294 .014604 .012386 .010735 .009555 .008847 .000425
 44  .017460 .014776 .012563 .010915 .009738 .009032 .000424
 45  .017627 .014949 .012740 .011095 .009921 .009216 .000423
 46  .017794 .015121 .012917 .011276 .010103 .009400 .000422
 47  .017960 .015293 .013094 .011456 .010286 .009584 .000421
 48  .018127 .015465 .013271 .011636 .010469 .009769 .000420
 49  .018294 .015638 .013448 .011817 .010652 .009953 .000419
 50  .018460 .015810 .013624 .011997 .010834 .010137 .000419
 
 
EU
JAHR      23      24      25      26      27      28      29      30
-48  .116128 .112976 .108076 .102612 .097023 .090446 .083022 .074516
-47  .116713 .113523 .109085 .103057 .096128 .089832 .082823 .074230
-46  .119307 .115860 .110902 .104735 .097811 .090309 .082970 .075125
-45  .119857 .116336 .111307 .105210 .098393 .090673 .082487 .074651
-44  .123734 .120079 .114348 .107748 .100699 .092833 .083841 .074812
-43  .127770 .125027 .119344 .111467 .103264 .094778 .085828 .076433
-42  .128234 .125533 .120144 .112909 .104130 .095143 .085963 .076767
-41  .133904 .131734 .126551 .118890 .109538 .099052 .088797 .079247
-40  .134303 .131942 .126711 .119054 .109979 .100003 .089508 .079515
-39  .140338 .137000 .131415 .123644 .114247 .103930 .092845 .081659
-38  .142798 .138857 .132279 .123541 .113943 .103812 .093165 .081921
-37  .147123 .143322 .136657 .127551 .117167 .106706 .096020 .084847
-36  .148331 .144300 .137876 .129039 .118401 .107485 .096794 .085927
-35  .146712 .143149 .136853 .128117 .117661 .106416 .095347 .084479
-34  .149032 .144220 .137747 .129241 .118838 .107424 .095837 .084340
-33  .147936 .141686 .134476 .125982 .116247 .105524 .094122 .082456
-32  .143359 .136456 .129148 .120864 .111537 .101445 .090606 .079591
-31  .133975 .127605 .120703 .112314 .103582 .094580 .085065 .075068
-30  .125378 .117899 .110745 .103139 .094804 .086243 .077462 .068446
-29  .124191 .117361 .109139 .100589 .092069 .083211 .074182 .065014
-28  .111286 .105210 .097925 .089741 .081704 .073822 .065306 .056743
-27  .101413 .096206 .089923 .082511 .074126 .065984 .058439 .050698
-26  .121744 .120625 .116427 .108743 .099326 .089463 .078738 .067831
-25  .116633 .115422 .111282 .104558 .095209 .085428 .076200 .065308
-24  .114815 .113655 .109477 .102785 .094268 .084438 .074370 .064182
-23  .111996 .111253 .107284 .100525 .092255 .083362 .073230 .062573
-22  .109473 .108818 .105347 .099129 .090958 .082174 .072960 .062237
-21  .107456 .107102 .104167 .098559 .090836 .082152 .072795 .062567
-20  .106942 .107171 .104324 .098754 .091066 .082224 .072931 .062966
-19  .102602 .103358 .101088 .095959 .088949 .080853 .071861 .061938
-18  .098985 .100092 .098234 .093485 .086740 .079340 .070924 .060910
-17  .092472 .093953 .092741 .088626 .082596 .075493 .067427 .058331
-16  .088744 .091016 .090512 .087113 .081414 .074487 .066720 .058038
-15  .084558 .087828 .088343 .085821 .080778 .074099 .066399 .057864
-14  .082065 .085666 .086849 .084990 .080550 .074329 .066975 .058435
-13  .079145 .082928 .084459 .083534 .079960 .074394 .067338 .058899
-12  .076773 .081294 .083562 .083059 .080115 .075171 .068551 .060382
-11  .073000 .077708 .080404 .080495 .078205 .073906 .067785 .060110
-10  .071433 .076570 .079880 .080515 .078692 .074739 .069015 .061513
 -9  .067124 .072118 .076027 .077571 .076258 .072717 .067568 .060667
 -8  .063584 .068644 .072878 .075116 .074741 .072017 .067199 .060577
 -7  .059631 .064767 .069108 .071755 .072185 .070363 .066312 .059867
 -6  .055919 .061038 .065592 .068742 .069902 .068865 .065432 .059576
 -5  .053131 .058206 .063066 .066747 .068468 .067970 .065202 .060018
 -4  .056390 .058826 .061530 .063163 .063887 .063461 .060788 .055653
 -3  .057490 .059981 .062326 .064443 .065362 .064750 .062590 .058210
 -2  .056554 .059340 .061277 .062535 .063386 .063306 .061322 .057083
 -1  .055603 .058871 .061288 .062544 .063011 .062633 .060768 .057027
  0  .055603 .058871 .061288 .062544 .063011 .062633 .060768 .057027
  1  .054665 .058398 .061325 .062787 .063291 .062943 .061113 .057416
  2  .053727 .057925 .061362 .063029 .063570 .063252 .061459 .057805
  3  .052788 .057452 .061400 .063272 .063849 .063561 .061805 .058195
  4  .051850 .056979 .061437 .063515 .064129 .063871 .062150 .058584
  5  .050912 .056506 .061474 .063757 .064408 .064180 .062496 .058973
  6  .049974 .056033 .061511 .064000 .064687 .064489 .062841 .059362
  7  .049036 .055561 .061549 .064243 .064967 .064799 .063187 .059752
  8  .048098 .055088 .061586 .064485 .065246 .065108 .063533 .060141
  9  .047159 .054615 .061623 .064728 .065525 .065418 .063878 .060530
 10  .046221 .054142 .061660 .064971 .065805 .065727 .064224 .060919
 11  .045283 .053669 .061697 .065213 .066084 .066036 .064569 .061308
 12  .044345 .053196 .061735 .065456 .066363 .066346 .064915 .061698
 13  .043407 .052723 .061772 .065699 .066643 .066655 .065261 .062087
 14  .042468 .052250 .061809 .065941 .066922 .066964 .065606 .062476
 15  .041530 .051778 .061846 .066184 .067201 .067274 .065952 .062865
 16  .040592 .051305 .061883 .066427 .067481 .067583 .066298 .063255
 17  .039654 .050832 .061921 .066669 .067760 .067893 .066643 .063644
 18  .038716 .050359 .061958 .066912 .068039 .068202 .066989 .064033
 19  .037778 .049886 .061995 .067154 .068319 .068511 .067334 .064422
 20  .036839 .049413 .062032 .067397 .068598 .068821 .067680 .064812
 21  .035901 .048940 .062070 .067640 .068877 .069130 .068026 .065201
 22  .034963 .048467 .062107 .067882 .069157 .069439 .068371 .065590
 23  .034025 .047994 .062144 .068125 .069436 .069749 .068717 .065979
 24  .033087 .047522 .062181 .068368 .069715 .070058 .069063 .066368
 25  .032149 .047049 .062218 .068610 .069995 .070368 .069408 .066758
 26  .031210 .046576 .062256 .068853 .070274 .070677 .069754 .067147
 27  .030272 .046103 .062293 .069096 .070553 .070986 .070099 .067536
 28  .029334 .045630 .062330 .069338 .070832 .071296 .070445 .067925
 29  .028396 .045157 .062367 .069581 .071112 .071605 .070791 .068315
 30  .027458 .044684 .062405 .069824 .071391 .071914 .071136 .068704
 31  .026519 .044211 .062442 .070066 .071670 .072224 .071482 .069093
 32  .025581 .043738 .062479 .070309 .071950 .072533 .071827 .069482
 33  .024643 .043266 .062516 .070552 .072229 .072843 .072173 .069871
 34  .023705 .042793 .062553 .070794 .072508 .073152 .072519 .070261
 35  .022767 .042320 .062591 .071037 .072788 .073461 .072864 .070650
 36  .021829 .041847 .062628 .071279 .073067 .073771 .073210 .071039
 37  .020890 .041374 .062665 .071522 .073346 .074080 .073556 .071428
 38  .019952 .040901 .062702 .071765 .073626 .074389 .073901 .071818
 39  .019014 .040428 .062740 .072007 .073905 .074699 .074247 .072207
 40  .018076 .039955 .062777 .072250 .074184 .075008 .074592 .072596
 41  .017138 .039483 .062814 .072493 .074464 .075318 .074938 .072985
 42  .016200 .039010 .062851 .072735 .074743 .075627 .075284 .073374
 43  .015261 .038537 .062888 .072978 .075022 .075936 .075629 .073764
 44  .014323 .038064 .062926 .073221 .075302 .076246 .075975 .074153
 45  .013385 .037591 .062963 .073463 .075581 .076555 .076321 .074542
 46  .012447 .037118 .063000 .073706 .075860 .076864 .076666 .074931
 47  .011509 .036645 .063037 .073949 .076140 .077174 .077012 .075321
 48  .010570 .036172 .063075 .074191 .076419 .077483 .077357 .075710
 49  .009632 .035699 .063112 .074434 .076698 .077793 .077703 .076099
 50  .008694 .035227 .063149 .074676 .076978 .078102 .078049 .076488
 
JAHR      31      32      33      34      35      36      37      38
-48  .065216 .056462 .048422 .040920 .033731 .028281 .024343 .020328
-47  .065345 .056562 .048148 .040379 .033252 .027500 .023291 .019582
-46  .066497 .057636 .048891 .040961 .033426 .027444 .023422 .019604
-45  .066457 .058046 .049561 .040984 .033127 .027165 .022992 .019072
-44  .066939 .058694 .049985 .041625 .033524 .027426 .023183 .019248
-43  .067275 .059203 .051029 .042546 .034182 .027622 .023191 .019080
-42  .067545 .058381 .050360 .042429 .034036 .027369 .022735 .018718
-41  .069708 .060092 .051019 .042980 .035156 .028671 .023767 .019165
-40  .069750 .060001 .050723 .042111 .034395 .028335 .023636 .018993
-39  .071237 .061396 .052012 .042987 .034414 .028213 .023871 .019482
-38  .070784 .060750 .051253 .042106 .033476 .027086 .022887 .018825
-37  .073548 .062589 .052446 .043132 .034251 .027472 .022975 .018964
-36  .074920 .064007 .053380 .043505 .034379 .027663 .023054 .018706
-35  .073739 .063147 .052669 .042711 .033424 .026612 .022230 .018199
-34  .073464 .063179 .052795 .042711 .033261 .026246 .021746 .017615
-33  .071281 .061190 .051607 .041963 .032380 .025290 .020916 .016919
-32  .068718 .058433 .049349 .040688 .031704 .024760 .020370 .016490
-31  .065047 .055347 .046240 .037963 .029831 .023596 .019543 .015543
-30  .059237 .050296 .042007 .034197 .026869 .021725 .018188 .014457
-29  .056180 .047940 .039880 .032145 .024930 .019988 .017084 .013971
-28  .048888 .041562 .034467 .027647 .021213 .016723 .014246 .012026
